Domain,Questionnaire Number,Section Title,Variable name,Short Description,Values,Length,Precision,Scale,Long Description,Pre-selected variable?,Original CTS Variable Name (for questionnaire variables),,,
Questionnaire,Q4,Health,hayfever_ever,Ever had hay fever?,"Y=Yes, N=No, Z=Problem",,,,19. Were you every told by a health professional that you have allergic rhinitis? From the 4th CTS questionnaire (2005-2008).,,HAYFEV,,,
Questionnaire,Q4,Health,parkins_ever_q4,Ever had parkinson's disease?,"Y=Yes, N=No",,,,20. Were you ever told by a health professional that you have Parkinson's disease? (No or Yes) From the 4th CTS questionnaire (2005-2008).,,PARKEV,,,
Questionnaire,Q4,Health,parkins_age_q4_raw,Age of parkinson's disease,37-95,,,,20. Age you were diagnosed with Parkinson's disease From the 4th CTS questionnaire (2005-2008).,,PARKAG,,,
Questionnaire,Q4,Health,moonucl_ever,Ever had infectious mononucleosis?,"A=No, B=Yes < age 15, C=Yes 15-19,D=Yes age 20-24, E=Yes age 25+, Z=Problem",,,,"21. Were you ever told by a health professional that you have infectious mononucleosis or ""mono""? From the 4th CTS questionnaire (2005-2008).",,MONOEV,,,
Questionnaire,Q4,Health,endomtrs_ever,Ever had endometriosis?,"A=No, B=Yes < age 20, C=Yes 20-29,D=Yes age 30-39, E=Yes age 40+, Z=Problem",,,,22. Were you ever told by a health professional that you have endometriosis? From the 4th CTS questionnaire (2005-2008).,,ENMTEV,,,
Questionnaire,Q4,Health,mastitis_ever,Number of times had mastitis,"A=None, B=1-2 times, C=3-4 times, D=5 or more times, Z=Problem",,,,22. How many times were you told by a health professional that you have mastitis (a breast infection)? From the 4th CTS questionnaire (2005-2008).,,MASTNUM,,,
Questionnaire,Q4,Physical Activity,strnex_hrs_q4,Strenuous exercise hours per day,"A=None, B=1/2, C=1, D=1 1/2, E=2, F=3, G=4-6, H=7-10, I=11+",,,,"24. During the past 3 years, what was the average number of hours per week that you did strenuous exercise or sports? From the 4th CTS questionnaire (2005-2008).",,STQ4HR,,,
Questionnaire,Q4,Physical Activity,strnex_mo_q4,Strenuous exercise months per year,"A=1-3, B=4-6, C=7-9, D=10-12",,,,"24. During the past 3 years, what was the average number of months per year that you did strenuous exercise or sports? From the 4th CTS questionnaire (2005-2008).",,STQ4MO,,,
Questionnaire,Q4,Physical Activity,strnex_avg_q4,"Past 3yrs avg hrs/wk/month of strenuous activity, from q4","0-12, .B=Phy_blnk",,,,24. Past 3 yrs average hours/week/month of strenuous activity from Q4. From the 4th CTS questionnaire (2005-2008). Derived.,,STPST3YQ4,,,
Questionnaire,Q4,Physical Activity,allex_avg_q4,Strenuous + moderate avg hrs per wk per yr during past 3yrs (q4),"0-24, .B=Phy_blnk",,,,"24. Strenuous + moderate avg hrs per wk per yr during past 3yrs, from q4. From the 4th CTS questionnaire (2005-2008). Derived.",,SPMPST3YQ4,,,
Questionnaire,Q4,Physical Activity,modex_hrs_q4,Moderate exercise hours per day,"A=None, B=1/2, C=1, D=1 1/2, E=2, F=3, G=4-6, H=7-10, I=11+",,,,"25. During the past 3 years, what was the average number of hours per week that you did moderate exercise or sports? From the 4th CTS questionnaire (2005-2008).",,MDQ4HR,,,
Questionnaire,Q4,Physical Activity,modex_mo_q4,Moderate exercise months per year,"A=1-3, B=4-6, C=7-9, D=10-12",,,,"25. During the past 3 years, what was the average number of months per year that you did moderate exercise or sports? From the 4th CTS questionnaire (2005-2008).",,MDQ4MO,,,
Questionnaire,Q4,Physical Activity,modex_avg_q4,"Past 3yrs avg hrs/wk/month of moderate activity, from q4","0-12, .B=Phy_blnk",,,,25. Past 3 yrs average hours/week/month of moderate activity from Q4. From the 4th CTS questionnaire (2005-2008). Derived.,,MDPST3YQ4,,,
Questionnaire,Q4,Physical Activity,stairs_perday,Flights of stairs climbed per day,"A=2 Flights or less, B=3-4, C=5-9, D=10- 14, E=15+",,,,26. How many flights of stairs do you climb in total daily? From the 4th CTS questionnaire (2005-2008).,,STAIRD,,,
Questionnaire,Q4,Physical Activity,limitd_vigact_q4,Limited in vigorous activs?,"A= not limited at all, B=Yes limited a little, C=Yes limited a lot, X=Image covered",,,,27. Does your health now limit you while doing vigorous activities? From the 4th CTS questionnaire (2005-2008).,,LTDVIG,,,
Questionnaire,Q4,Physical Activity,limitd_modact_q4,Limited in moderate activs?,"A= not limited at all, B=Yes limited a little, C=Yes limited a lot, X=Image covered",,,,27. Does your health now limit you while doing moderate activities? From the 4th CTS questionnaire (2005-2008).,,LTDMD,,,
Questionnaire,Q4,Physical Activity,limitd_stairs_q4,Limited in climbing several flights stairs?,"A= not limited at all, B=Yes limited a little, C=Yes limited a lot, X=Image covered",,,,27. Does your health now limit you while climbing several flights of stairs? From the 4th CTS questionnaire (2005-2008).,,LTDSTR,,,
Questionnaire,Q4,Physical Activity,limitd_1stair_q4,Limited in climbing 1 flight of stairs?,"A= not limited at all, B=Yes limited a little, C=Yes limited a lot, X=Image covered",,,,27. Does your health now limit you while climbing 1 flight of stairs? From the 4th CTS questionnaire (2005-2008).,,LTD1STR,,,
Questionnaire,Q4,Physical Activity,limitd_wlkmile_q4,Limited in walking more than a mile?,"A= not limited at all, B=Yes limited a little, C=Yes limited a lot, X=Image covered",,,,27. Does your health now limit you while walking more than a mile? From the 4th CTS questionnaire (2005-2008).,,LTDMILE,,,
Questionnaire,Q4,Physical Activity,limitd_wlkblcks_q4,Limited in walking several blocks?,"A= not limited at all, B=Yes limited a little, C=Yes limited a lot, X=Image covered",,,,27. Does your health now limit you while walking several blocks? From the 4th CTS questionnaire (2005-2008).,,LTDBLK,,,
Questionnaire,Q4,Physical Activity,limitd_wlk1blck_q4,Limited in walking 1 block?,"A= not limited at all, B=Yes limited a little, C=Yes limited a lot, X=Image covered",,,,27. Does your health now limit you while walking 1 block? From the 4th CTS questionnaire (2005-2008).,,LTD1BLK,,,
Questionnaire,Q4,Physical Activity,limitd_carrying_q4,Limited in carrying groceries?,"A= not limited at all, B=Yes limited a little, C=Yes limited a lot, X=Image covered",,,,27. Does your health now limit you while lifting or carrying groceries? From the 4th CTS questionnaire (2005-2008).,,LTDCARRY,,,
Questionnaire,Q4,Physical Activity,limitd_bending_q4,"Limited in bending, kneeling, stooping?","A= not limited at all, B=Yes limited a little, C=Yes limited a lot, X=Image covered",,,,"27. Does your health now limit you while bending, kneeling, or stooping? From the 4th CTS questionnaire (2005-2008).",,LTDBEND,,,
Questionnaire,Q4,Physical Activity,limitd_bathing_q4,Limited in bathing or dressing yourself?,"A= not limited at all, B=Yes limited a little, C=Yes limited a lot, X=Image covered",,,,27. Does your health now limit you while bathing or dressing yourself? From the 4th CTS questionnaire (2005-2008).,,LTDBATH,,,
Questionnaire,Q4,Weight,weight_q4,Weight today q4,"74-520 (with .=Irresolvable, .Z=BMI <16 weight set to .Z)",,,,28. Weight today. From the 4th CTS questionnaire (2005-2008). Derived.,,Q4WTX,,,
Questionnaire,Q4,Weight,bmi_q4,Body mass index at Q4 (q4 wt kg/(q1 ht m)**2),16-95.3,,,,28. Body mass index (KG/M**2) at Q4. From the 4th CTS questionnaire (2005-2008).,,Q4BMI,,,
Questionnaire,Q4,Weight,lost20lb_times,Number times lost 20+ pounds in a year,"A=0, B=1, C=2, D=3, E=4, F=5, G=6,H=7+, X=Unclear Answer",,,,"30. Since age 18, excluding pregnancies or illnesses, how many times have you lost 20 or more pounds within a 12 month period? From the 4th CTS questionnaire (2005-2008).",,LOST20LB,,,
Questionnaire,Q4,Weight,gain20lb_times,Number times gained 20+ pounds in a year,"A=0, B=1, C=2, D=3, E=4, F=5, G=6,H=7+, X=Unclear Answer",,,,"30. Since age 18, excluding pregnancies or illnesses, how many times have you gained 20 or more pounds within a 12 month period? From the 4th CTS questionnaire (2005-2008).",,GAIN20LB,,,
Questionnaire,Q4,Weight,bodyb50,Usual body size of you before age 50,"A=Very underweight, B=Underweight, C=Normal weight, D=Slightly overweight, E=Moderately overweight, F=Very overweight, G=Not applicable or don?t know, W=Unreasonable based on other data, X=Irresolvable, Y=Value for after age 50, but Age<50",,,,31. Usual body size of you before age 50. From the 4th CTS questionnaire (2005-2008). Derived.,,BODYYOUB50,,,
Questionnaire,Q4,Weight,bodya50,Usual body size of you after age 50,"A=Very underweight, B=Underweight, C=Normal weight, D=Slightly overweight, E=Moderately overweight, F=Very overweight, G=Not applicable or don?t know, W=Unreasonable based on other data, X=Irresolvable, Y=Value for after age 50, but Age<50",,,,31. Usual body size of you after age 50. From the 4th CTS questionnaire (2005-2008). Derived.,,BODYYOUA50,,,
Questionnaire,Q4,Family Cancer History,self_sex,Sex male or female - self,F=Female,,,,32. Answer of gender for self (only answer of female allowed). From the 4th CTS questionnaire (2005-2008).,,SXSELF,,,
Questionnaire,Q4,Diet,diet_analyselig,Eligibility indicator for dietary analysis,"0=Ineligible, 1=Eligible",,,,"33-41. Indicator variable, whether eligible for dietary analyses. From the 4th CTS questionnaire (2005-2008).",,DIETELIG,,,
Questionnaire,Q4,Diet,serv_vegs_q4,Number of vegetable servings,"A=<1/wk, B= 1-2/wk, C=3-4/wk, D=5- 6/wk, E=1/day, F= 1 1/2/day, G=2/day, H=3/day, I=4/day, X=Unable to resolve",,,,"34. During the past year, how many servings of vegetables (not counting salad or potatoes) did you usually eat? From the 4th CTS questionnaire (2005-2008).",,VGSERV,,,
Questionnaire,Q4,Diet,serv_fruit_q4,Number of fruit servings,"A=<1/wk, B= 1-2/wk, C=3-4/wk, D=5- 6/wk, E=1/day, F= 1 1/2/day, G=2/day, H=3/day, I=4/day, X=Unable to resolve",,,,"34. During the past year, how many servings of fruit (not counting juice) did you usually eat? From the 4th CTS questionnaire (2005-2008).",,FTSERV,,,
Questionnaire,Q4,Diet,serv_cere_q4,Number of cold cereal servings,"A=<1/wk, B= 1-2/wk, C=3-4/wk, D=5- 6/wk, E=1/day, F= 1 1/2/day, G=2/day, H=3/day, I=4/day, X=Unable to resolve",,,,"34. During the past year, how many servings of cold cereal did you usually eat? From the 4th CTS questionnaire (2005-2008).",,CRSERV,,,
Questionnaire,Q4,Diet,lo_cheese_q4,How often eat low-fat cheese?,"A=Never or rarely, B=Sometimes, C=Always or often",,,,41. How often do you eat low-fat or non-fat cheese? From the 4th CTS questionnaire (2005-2008).,,LFCHEE,,,
Questionnaire,Q4,Diet,lo_yogurt_q4,How often eat low-fat yogurt?,"A=Never or rarely, B=Sometimes, C=Always or often",,,,41. How often do you eat low-fat or non-fat yogurt? From the 4th CTS questionnaire (2005-2008).,,LFYOG,,,
Questionnaire,Q4,Diet,lo_dressn_q4,How often eat low-fat dressing or mayo?,"A=Never or rarely, B=Sometimes, C=Always or often",,,,41. How often do you eat low-fat or non-fat salad dressing or mayonnaise? From the 4th CTS questionnaire (2005-2008).,,LFMAYO,,,
Questionnaire,Q4,Diet,lo_icecrm_q4,How often eat low-fat ice cream?,"A=Never or rarely, B=Sometimes, C=Always or often",,,,41. How often do you eat low-fat or non-fat ice cream? From the 4th CTS questionnaire (2005-2008).,,LFICEC,,,
Questionnaire,Q4,Diet,lo_cake_q4,How often eat low-fat cookies or cake?,"A=Never or rarely, B=Sometimes, C=Always or often",,,,41. How often do you eat low-fat or non-fat cookies or cake? From the 4th CTS questionnaire (2005-2008).,,LFCAKE,,,
Questionnaire,Q4,Diet,addsugar_q4,How often add sugar to coffee/tea?,"A=Never or rarely, B=Sometimes, C=Always or often",,,,41. How often do you add sugar to coffee or tea? From the 4th CTS questionnaire (2005-2008).,,ADSUGR,,,
Questionnaire,Q4,Diet,addbutr_veg_q4,How often add butter to vegetables?,"A=Never or rarely, B=Sometimes, C=Always or often",,,,41. How often do you add butter to vegetables or potatoes? From the 4th CTS questionnaire (2005-2008).,,ADBUTV,,,
Questionnaire,Q4,Diet,addmarg_veg_q4,How often add margarine to vegetables?,"A=Never or rarely, B=Sometimes, C=Always or often",,,,41. How often do you add margarine to vegetables or potatoes? From the 4th CTS questionnaire (2005-2008).,,ADMARV,,,
Questionnaire,Q4,Diet,addbutr_brd_q4,How often add butter to bread?,"A=Never or rarely, B=Sometimes, C=Always or often",,,,41. How often do you add butter to bread? From the 4th CTS questionnaire (2005-2008).,,ADBUTB,,,
Questionnaire,Q4,Diet,addmarg_brd_q4,How often add margarine to bread?,"A=Never or rarely, B=Sometimes, C=Always or often",,,,41. How often do you add margarine to bread? From the 4th CTS questionnaire (2005-2008).,,ADMARB,,,
Questionnaire,Q4,Diet,meatfat_q4,How often eat fat on meat?,"A=Never or rarely, B=Sometimes, C=Always or often",,,,41. How often do you eat the fat on meat? From the 4th CTS questionnaire (2005-2008).,,MEATFT,,,
Questionnaire,Q4,Diet,chickn_skn_q4,How often eat skin on chicken?,"A=Never or rarely, B=Sometimes, C=Always or often",,,,41. How often do you eat the skin on chicken? From the 4th CTS questionnaire (2005-2008).,,CHIKFT,,,
Questionnaire,Q4,Vitamin and Supplement,mulvit_reg,Taken multivitamins reg in past year?,"A=No, B=Yes all yr, C=Yes only in seasonally, X=Unable to resolve",,,,"42. During the past year, have you taken multivitamin pills regularly? (No, Yes (all year), or Yes (season only) From the 4th CTS questionnaire (2005-2008).",,MVPST,,,
Questionnaire,Q4,Vitamin and Supplement,vita_reg,Taken vitamin a or beta-carotene reg in past year?,"A=No, B=Yes all yr, C=Yes only in seasonally, X=Unable to resolve",,,,"42. During the past year, have you taken Vitamin A or beta-carotene (as a single supplement) regularly? [No, Yes (all year), or Yes (season only)] From the 4th CTS questionnaire (2005-2008).",,VITAPST,,,
Questionnaire,Q4,Vitamin and Supplement,vitc_reg,Taken vitamin c reg in past year?,"A=No, B=Yes all yr, C=Yes only in seasonally, X=Unable to resolve",,,,"42. During the past year, have you taken Vitamin C (as a single supplement) regularly? [No, Yes (all year), or Yes (season only)] From the 4th CTS questionnaire (2005-2008).",,VITCPST,,,
Questionnaire,Q4,Vitamin and Supplement,vite_reg,Taken vitamin e reg in past year?,"A=No, B=Yes all yr, C=Yes only in seasonally, X=Unable to resolve",,,,"42. During the past year, have you taken Vitamin E (as a single supplement) regularly? [No, Yes (all year), or Yes (season only)] From the 4th CTS questionnaire (2005-2008).",,VITEPST,,,
Questionnaire,Q4,Vitamin and Supplement,calcium_reg,Taken calcium reg in past year?,"A=No, B=Yes all yr, C=Yes only in seasonally, X=Unable to resolve",,,,"42. During the past year, have you taken Calcium, including Tums, Os Cal, etc. (with or without added Vitamin D)? [No, Yes (all year), or Yes (season only)] From the 4th CTS questionnaire (2005-2008).",,CALCPST,,,
Questionnaire,Q4,Vitamin and Supplement,mulvit_freq,How often take multivitamins?,"A=1-3, B=4-6, C=Every day, U=Blank Out The Data, W&X=Irresolvable",,,,42. How often take multivitamins? From the 4th CTS questionnaire (2005-2008).,,MVFREQ,,,
Questionnaire,Q4,Vitamin and Supplement,mulvit_yrs_q4,How many years taken multivitamins?,"A=<1 yr, B=1 yr, C=2 yrs, D=3-4 yrs, E=5- 9 yrs, F=10+ yrs, U&V=Blank Out The Data, W&X=Irresolvable",,,,42. How many years taken multivitamins? From the 4th CTS questionnaire (2005-2008).,,MVYEAR,,,
Questionnaire,Q4,Vitamin and Supplement,vita_freq,How often take vitamin a or beta-carotene?,"A=1-3, B=4-6, C=Every day, U=Blank Out The Data, W&X=Irresolvable",,,,42. How often take vitamin A or beta-carotene? From the 4th CTS questionnaire (2005-2008).,,VITAFREQ,,,
Questionnaire,Q4,Vitamin and Supplement,vita_yrs_q4,How many years taken vitamin a or beta- carotene?,"A=<1 yr, B=1 yr, C=2 yrs, D=3-4 yrs, E=5- 9 yrs, F=10+ yrs, U&V=Blank Out The Data, W&X=Irresolvable",,,,42. How many years taken vitamin A or beta- carotene? From the 4th CTS questionnaire (2005-2008).,,VITAYEAR,,,
Questionnaire,Q4,Vitamin and Supplement,vitc_freq,How often take vitamin c?,"A=1-3, B=4-6, C=Every day, U=Blank Out The Data, W&X=Irresolvable",,,,42. How often take vitamin C? From the 4th CTS questionnaire (2005-2008).,,VITCFREQ,,,
Questionnaire,Q4,Vitamin and Supplement,vitc_yrs_q4,How many years taken vitamin c?,"A=<1 yr, B=1 yr, C=2 yrs, D=3-4 yrs, E=5- 9 yrs, F=10+ yrs, U&V=Blank Out The Data, W&X=Irresolvable",,,,42. How many years taken vitamin C? From the 4th CTS questionnaire (2005-2008).,,VITCYEAR,,,
Questionnaire,Q4,Vitamin and Supplement,vite_freq,How often take vitamin e?,"A=1-3, B=4-6, C=Every day, U=Blank Out The Data, W&X=Irresolvable",,,,42. How often take vitamin E? From the 4th CTS questionnaire (2005-2008).,,VITEFREQ,,,
Questionnaire,Q4,Vitamin and Supplement,vite_yrs_q4,How many years taken vitamin e?,"A=<1 yr, B=1 yr, C=2 yrs, D=3-4 yrs, E=5- 9 yrs, F=10+ yrs, U&V=Blank Out The Data, W&X=Irresolvable",,,,42. How many years taken vitamin E? From the 4th CTS questionnaire (2005-2008).,,VITEYEAR,,,
Questionnaire,Q4,Vitamin and Supplement,calcium_freq,How often take calcium?,"A=1-3, B=4-6, C=Every day, U=Blank Out The Data, W&X=Irresolvable",,,,42. How often take calcium? From the 4th CTS questionnaire (2005-2008).,,CALCFREQ,,,
Questionnaire,Q4,Vitamin and Supplement,calcium_yrs_q4,How many years taken calcium?,"A=<1 yr, B=1 yr, C=2 yrs, D=3-4 yrs, E=5- 9 yrs, F=10+ yrs, U&V=Blank Out The Data, W&X=Irresolvable",,,,42. How many years taken calcium? From the 4th CTS questionnaire (2005-2008).,,CALCYEAR,,,
